Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1008,2011,NBA,1,10,MIL,Jimmer Fredette\fredeji01,22.123,G,us,BYU,2012,2019,241,13.3,6.0,1.0,1.4,0.4,0.0,.409,.434,.372,.879,2.2,.033
1009,2015,NBA,1,14,OKC,Cameron Payne\payneca01,20.326,G,us,Murray State,2016,2019,153,16.0,6.0,1.8,2.5,0.7,0.2,.397,.443,.331,.775,2.2,.044
1010,1989,NBA,1,22,POR,Byron Irvin\irvinby01,22.213,G,us,Missouri,1990,1993,87,9.8,5.2,1.4,0.8,0.5,0.0,.471,.479,.350,.722,2.1,.121
1011,1989,NBA,2,31,LAC,Jeff Martin\martije01,22.170,G,us,Murray State,1990,1991,143,18.8,6.7,2.0,0.8,0.5,0.3,.417,.434,.282,.694,2.1,.038
1012,1995,NBA,1,8,POR,Shawn Respert\respesh01,23.148,G,us,Michigan State,1996,1999,172,13.7,4.9,1.3,1.0,0.5,0.0,.414,.459,.340,.816,2.1,.043
1013,1996,NBA,2,31,PHI,Mark Hendrickson\hendrma01,22.009,F,us,Washington State,1997,2000,114,13.2,3.3,2.8,0.6,0.4,0.1,.416,.431,.167,.803,2.1,.067
1014,1998,NBA,2,54,DEN,Tremaine Fowlkes\fowlktr01,22.079,F,us,Fresno State,2002,2005,103,12.0,2.9,2.2,0.5,0.5,0.1,.409,.426,.200,.791,2.1,.080
1015,1999,NBA,2,36,DAL,Wang Zhizhi\zhizhwa01,21.362,C,cn,,2001,2005,137,9.2,4.4,1.7,0.3,0.2,0.3,.417,.435,.385,.735,2.1,.078
1016,2000,NBA,1,11,BOS,Jérôme Moïso\moisoje01,22.019,F-C,fr,UCLA,2001,2005,145,9.6,2.7,2.7,0.3,0.3,0.5,.489,.494,.000,.593,2.1,.074
1017,2001,NBA,1,24,UTA,Raül López\lopezra01,21.078,G,es,,2004,2005,113,18.9,6.5,1.7,3.8,0.7,0.0,.429,.450,.346,.853,2.1,.047
1018,2011,NBA,2,45,NOH,Josh Harrellson\harrejo01,22.136,C,us,Kentucky,2012,2014,75,11.8,3.5,3.0,0.3,0.4,0.5,.438,.497,.347,.629,2.1,.116
1019,2013,NBA,2,36,SAC,Ray McCallum\mccalra01,22.021,G,us,Detroit Mercy,2014,2016,154,18.2,6.0,2.0,2.4,0.5,0.2,.408,.430,.335,.711,2.1,.035
1020,2017,NBA,2,44,NYK,Damyean Dotson\dotsoda01,23.053,G,us,Oregon,2018,2019,117,21.2,8.2,3.0,1.4,0.6,0.1,.421,.477,.361,.736,2.1,.041
1021,1987,NBA,2,32,MIL,Bob McCann\mccanbo01,23.066,F,us,Morehead State University,1990,1998,178,13.4,4.2,2.6,0.6,0.4,0.4,.479,.481,.200,.577,2.0,.041
1022,1990,NBA,1,12,HOU,Alec Kessler\kesslal01,23.171,F-C,us,Georgia,1991,1994,210,14.0,5.2,3.6,0.4,0.2,0.3,.426,.426,.417,.744,2.0,.033
1023,1994,NBA,1,27,ORL,Brooks Thompson\thompbr01,23.351,G,us,Oklahoma State,1995,1998,168,10.2,4.5,0.9,1.7,0.5,0.0,.409,.456,.376,.647,2.0,.057
1024,1996,NBA,1,25,UTA,Martin Müürsepp\muursma01,21.279,F,ee,,1997,1998,83,11.5,4.7,2.2,0.6,0.5,0.3,.425,.450,.323,.693,2.0,.100
1025,2001,NBA,1,17,TOR,Michael Bradley\bradlmi01,22.076,F-C,us,Villanova,2002,2006,173,11.7,2.8,3.4,0.5,0.1,0.3,.477,.488,.143,.511,2.0,.047
1026,2004,NBA,1,22,NJN,Viktor Khryapa\khryavi01,21.331,F,ua,,2005,2008,143,16.4,4.5,3.4,1.0,0.6,0.3,.443,.457,.292,.658,2.0,.041
1027,2004,NBA,2,45,CHA,Bernard Robinson\robinbe01,23.186,G-F,us,Michigan,2005,2007,128,14.9,4.5,2.5,1.0,0.9,0.1,.417,.434,.161,.786,2.0,.049
1028,1986,NBA,1,13,NJN,Pearl Washington\washipe01,22.168,G,us,Syracuse,1987,1989,194,20.8,8.6,1.9,3.8,1.3,0.1,.452,.469,.184,.746,1.9,.023
1029,1989,NBA,1,8,DAL,Randy White\whitera01,21.241,F,us,Louisiana Tech,1990,1994,281,19.2,7.4,4.9,0.6,0.7,0.5,.401,.417,.193,.707,1.9,.017
1030,1995,NBA,1,27,PHO,Mario Bennett\bennema01,21.336,F,us,Arizona State,1996,2000,68,8.9,4.0,2.7,0.4,0.5,0.3,.534,.537,.333,.511,1.9,.153
1031,2000,NBA,1,15,MIL,Jason Collier\collija02,22.299,C,us,Georgia Tech,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,.455,.458,.350,.738,1.9,.042
1032,2012,NBA,2,33,CLE,Bernard James\jamesbe01,27.148,C,us,Florida State,2013,2015,92,8.3,2.2,2.3,0.1,0.2,0.7,.497,.507,.000,.680,1.9,.117
1033,2012,NBA,2,58,MIN,Robbie Hummel\hummero01,23.118,F,us,Purdue,2014,2015,98,14.3,3.9,2.7,0.5,0.3,0.1,.418,.469,.343,.867,1.9,.066
1034,2017,NBA,2,37,BOS,Semi Ojeleye\ojelese01,22.205,F,us,SMU,2018,2019,129,13.5,3.0,1.9,0.3,0.2,0.1,.382,.485,.318,.613,1.9,.051
1035,2018,NBA,1,7,CHI,Wendell Carter\cartewe01,19.071,C,us,Duke,2019,2019,44,25.2,10.3,7.0,1.8,0.6,1.3,.485,.513,.188,.795,1.9,.080
1036,1986,NBA,3,69,LAL,Andre Turner\turnean01,21.191,G,us,Memphis,1987,1992,170,14.8,4.5,1.5,3.1,0.8,0.0,.422,.439,.237,.764,1.8,.034
1037,1990,NBA,1,20,MIN,Gerald Glass\glassge01,22.233,G-F,us,University of Mississippi,1991,1996,201,16.7,7.7,2.5,1.5,0.6,0.3,.433,.448,.236,.643,1.8,.025
1038,1991,NBA,2,33,DAL,Donald Hodge\hodgedo01,22.126,C,us,Temple,1992,1996,249,14.1,4.7,3.2,0.8,0.3,0.4,.437,.439,.286,.711,1.8,.025
1039,1994,NBA,2,37,SEA,Dontonio Wingfield\wingfdo01,20.011,F,us,Cincinnati,1995,1998,114,10.1,3.7,2.4,0.7,0.3,0.1,.389,.437,.309,.721,1.8,.074
1040,1999,NBA,1,17,ATL,Cal Bowdler\bowdlca01,22.096,F,us,Old Dominion,2000,2002,142,9.7,3.0,1.9,0.2,0.3,0.3,.404,.411,.182,.768,1.8,.061
1041,2000,NBA,1,26,DEN,Mamadou N'Diaye\ndiayma02,25.019,C,sn,Auburn,2001,2005,69,12.4,3.8,3.3,0.1,0.2,0.9,.427,.429,.000,.736,1.8,.101
1042,2001,NBA,1,9,DET,Rodney White\whitero02,21.004,F,us,UNC Charlotte,2002,2005,218,15.4,7.1,2.2,1.1,0.5,0.3,.424,.452,.314,.749,1.8,.026
1043,2008,NBA,2,60,BOS,Semih Erden\erdense01,21.339,C,tr,,2011,2012,69,13.4,3.8,2.8,0.4,0.4,0.4,.546,.546,,.594,1.8,.094
1044,2016,NBA,1,24,PHI,Timothé Luwawu-Cabarrot\luwawti01,21.051,F,fr,,2017,2019,171,15.6,5.7,1.9,0.9,0.4,0.1,.387,.457,.320,.820,1.8,.033
1045,2017,NBA,1,17,MIL,D.J. Wilson\wilsodj01,21.129,F,us,Michigan,2018,2019,70,13.6,4.3,3.3,0.8,0.3,0.3,.423,.481,.364,.551,1.8,.090
1046,1988,NBA,3,64,CLE,Winston Bennett\bennewi01,23.145,F,us,Kentucky,1990,1992,136,15.9,4.8,3.0,0.9,0.4,0.2,.425,.426,.000,.694,1.7,.037
1047,1990,NBA,1,17,NYK,Jerrod Mustaf\mustaje01,20.247,F-C,us,Maryland,1991,1994,179,10.6,4.0,2.5,0.6,0.3,0.3,.449,.450,.000,.648,1.7,.043
1048,1994,NBA,2,29,PHO,Antonio Lang\langan02,22.050,F-G,us,Duke,1995,2000,143,9.8,2.3,1.5,0.3,0.4,0.3,.455,.469,.000,.719,1.7,.057
1049,1996,NBA,1,22,VAN,Roy Rogers\rogerro02,22.317,F,us,Alabama,1997,2000,137,16.9,4.8,3.5,0.4,0.2,1.5,.483,.483,.500,.532,1.7,.035
1050,1996,NBA,1,27,ORL,Brian Evans\evansbr01,22.292,F,us,Indiana,1997,1999,102,10.8,3.7,1.6,0.8,0.3,0.2,.381,.396,.343,.820,1.7,.076
1051,1999,NBA,2,37,VAN,Obinna Ekezie\ekeziob01,23.318,F-C,ng,Maryland,2000,2005,143,10.6,3.6,2.7,0.2,0.3,0.2,.423,.424,.000,.720,1.7,.054
1052,2002,NBA,1,20,TOR,Kareem Rush\rushka01,21.244,G,us,Missouri,2003,2010,346,17.2,6.4,1.7,1.0,0.4,0.2,.400,.425,.358,.703,1.7,.013
1053,2004,NBA,1,12,SEA,Robert Swift\swiftro01,18.208,C,us,,2005,2009,97,15.5,4.3,3.9,0.2,0.3,0.9,.506,.506,,.610,1.7,.054
1054,2010,NBA,2,44,MIL,Jerome Jordan\jordaje01,23.274,C,jm,Tulsa,2012,2015,65,7.6,2.8,2.0,0.3,0.1,0.3,.528,.528,,.852,1.7,.168
1055,2012,NBA,1,27,MIA,Arnett Moultrie\moultar01,21.228,F,us,Mississippi State,2013,2014,59,12.4,3.6,3.1,0.2,0.4,0.2,.547,.547,,.667,1.7,.113
1056,2012,NBA,1,28,OKC,Perry Jones\jonespe01,20.283,F,us,Baylor,2013,2015,143,11.7,3.4,1.8,0.4,0.3,0.2,.420,.466,.293,.660,1.7,.048
1057,2018,NBA,1,6,ORL,Mohamed Bamba\bambamo01,20.045,C,us,Texas,2019,2019,47,16.3,6.2,5.0,0.8,0.3,1.4,.481,.555,.300,.587,1.7,.106
1058,1989,NBA,2,52,PHO,Greg Grant\grantgr01,22.308,G,us,Trenton State University,1990,1996,274,12.2,2.8,0.9,2.7,0.6,0.0,.383,.405,.281,.710,1.6,.023
1059,1991,NBA,2,36,ORL,Chris Corchiani\corchch01,23.095,G,us,NC State,1992,1994,112,11.7,3.7,1.2,2.2,0.7,0.0,.421,.472,.269,.816,1.6,.058
1060,1992,NBA,2,35,CHH,Tony Bennett\benneto01,23.029,G,us,Green Bay,1993,1995,152,12.4,3.5,1.0,2.0,0.5,0.0,.412,.446,.335,.732,1.6,.041
1061,1992,NBA,2,39,CHI,Litterial Green\greenli01,22.115,G,us,Georgia,1993,1999,148,8.0,2.9,0.5,1.2,0.3,0.0,.420,.448,.077,.665,1.6,.066
1062,1994,NBA,1,22,SAS,Bill Curley\curlebi01,22.036,F,us,Boston College,1995,2001,147,11.0,2.7,2.0,0.4,0.4,0.3,.444,.449,.222,.743,1.6,.047
1063,2007,NBA,1,11,ATL,Acie Law\lawac01,22.159,G,us,Texas A&M,2008,2011,188,12.7,3.9,1.0,1.6,0.4,0.0,.413,.452,.235,.778,1.6,.032
1064,2011,NBA,2,53,ORL,DeAndre Liggins\liggide01,23.089,G,us,Kentucky,2012,2018,177,10.8,2.0,1.4,0.7,0.6,0.2,.402,.432,.352,.549,1.6,.040
1065,2016,NBA,1,5,MIN,Kris Dunn\dunnkr01,22.103,G,us,Providence,2017,2019,176,24.1,8.6,3.3,4.4,1.4,0.5,.417,.441,.323,.723,1.6,.018
1066,2016,NBA,1,30,GSW,Damian Jones\jonesda03,20.364,F-C,us,Vanderbilt,2017,2019,49,11.9,3.6,2.3,0.6,0.3,0.7,.643,.643,,.577,1.6,.129
1067,2018,NBA,2,40,BRK,Rodions Kurucs\kurucro01,20.141,F,lv,,2019,2019,63,20.5,8.5,3.9,0.8,0.7,0.4,.450,.543,.315,.783,1.6,.059
1068,1991,NBA,1,19,WSB,LaBradford Smith\smithla02,22.089,G,us,Louisville,1992,1994,183,17.1,6.7,1.5,2.2,0.8,0.1,.432,.446,.298,.813,1.5,.024
1069,1997,NBA,1,26,MIA,Charles Smith\smithch04,21.313,G,us,New Mexico,1998,2006,142,13.9,5.1,1.4,0.9,0.6,0.5,.409,.473,.288,.606,1.5,.036
1070,2002,NBA,2,37,ATL,David Andersen\anderda03,22.008,C,au,,2010,2011,103,12.3,4.9,2.8,0.6,0.2,0.2,.440,.467,.347,.674,1.5,.059
1071,2003,NBA,1,22,NJN,Zoran Planinić\planizo01,20.292,G,ba,,2004,2006,148,10.7,3.8,1.3,1.1,0.4,0.0,.405,.447,.289,.677,1.5,.046
1072,2006,NBA,2,45,IND,Alexander Johnson\johnsal01,23.146,F,us,Florida State,2007,2008,102,12.8,4.3,2.7,0.3,0.4,0.4,.517,.517,,.672,1.5,.056
1073,2008,NBA,1,28,MEM,Donté Greene\greendo01,20.131,F,de,Syracuse,2009,2012,253,16.8,6.1,2.4,0.7,0.4,0.5,.406,.467,.304,.701,1.5,.017
1074,2008,NBA,2,38,CHA,Kyle Weaver\weaveky01,22.134,G,us,Washington State,2009,2011,73,18.9,5.0,2.2,1.6,0.8,0.5,.441,.497,.353,.736,1.5,.051
1075,2018,NBA,1,19,ATL,Kevin Huerter\huertke01,19.303,G,us,Maryland,2019,2019,75,27.3,9.7,3.3,2.9,0.9,0.3,.419,.457,.385,.732,1.5,.034
1076,2018,NBA,2,42,DET,Bruce Brown\brownbr01,21.315,G,us,Miami (FL),2019,2019,74,19.6,4.3,2.5,1.2,0.5,0.5,.398,.457,.258,.750,1.5,.048
1077,1986,NBA,2,43,HOU,Dave Feitl\feitlda01,24.015,C,us,Texas-El Paso,1987,1992,275,10.9,4.3,3.0,0.5,0.2,0.2,.433,.436,.000,.751,1.4,.022
1078,1989,NBA,1,13,BOS,Michael Smith\smithmi01,24.045,F,us,BYU,1990,1995,141,9.4,5.0,1.5,1.0,0.1,0.0,.474,.509,.150,.835,1.4,.049
1079,1994,NBA,1,6,PHI,Sharone Wright\wrighsh01,21.155,F-C,us,Clemson,1995,1998,203,22.3,9.7,5.0,0.6,0.4,1.0,.456,.458,.083,.618,1.4,.015
1080,1998,NBA,2,30,DAL,Ansu Sesay\sesayan01,21.335,F,us,University of Mississippi,2002,2005,127,10.2,3.2,1.8,0.5,0.3,0.2,.434,.447,.276,.640,1.4,.051
1081,2002,NBA,1,21,POR,Qyntel Woods\woodsqy01,21.135,F,us,Northeast Mississippi Community College,2003,2006,167,12.3,4.1,2.3,0.6,0.4,0.2,.452,.470,.357,.603,1.4,.032
1082,2002,NBA,2,40,WAS,Juan Carlos Navarro\navarju01,22.018,G,es,,2008,2008,82,25.8,10.9,2.6,2.2,0.6,0.0,.402,.455,.361,.849,1.4,.031
1083,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,Cal,2003,2007,72,8.8,2.0,3.4,0.4,0.1,0.4,.491,.495,.000,.537,1.4,.106
1084,2012,NBA,2,36,SAC,Orlando Johnson\johnsor01,23.115,G,us,University of California Santa Barbara,2013,2016,103,10.8,3.2,1.7,0.7,0.2,0.1,.358,.398,.311,.727,1.4,.059
1085,2012,NBA,2,53,LAC,Furkan Aldemir\aldemfu01,20.329,F-C,tr,,2015,2015,41,13.2,2.3,4.3,0.7,0.4,0.4,.513,.548,.000,.481,1.4,.122
1086,2017,NBA,2,36,PHI,Jonah Bolden\boldejo01,21.177,F,au,,2019,2019,44,14.5,4.7,3.8,0.9,0.4,0.9,.494,.697,.354,.481,1.4,.106
1087,1987,NBA,3,65,DET,Eric White\whiteer01,21.179,F,us,Pepperdine,1988,1989,55,14.3,6.1,2.4,0.5,0.3,0.1,.525,.523,1.000,.798,1.3,.079
1088,1990,NBA,1,22,NJN,Tate George\georgta01,22.034,G,us,UConn,1991,1995,177,11.4,4.2,1.0,1.8,0.4,0.1,.414,.421,.071,.820,1.3,.032
1089,1993,NBA,1,17,CHH,Greg Graham\grahagr01,22.222,G,us,Indiana,1994,1998,207,12.2,4.5,1.1,1.0,0.6,0.1,.407,.438,.290,.775,1.3,.025
1090,1994,NBA,1,19,DAL,Tony Dumas\dumasto01,21.313,G,us,University of Missouri-Kansas City,1995,1998,156,14.2,7.3,1.3,1.2,0.4,0.1,.404,.438,.327,.608,1.3,.027
1091,1994,NBA,2,43,POR,Shawnelle Scott\scottsh01,22.018,C,us,St. John's,1997,2002,105,6.0,1.8,2.2,0.2,0.1,0.2,.464,.464,,.465,1.3,.101
1092,1996,NBA,2,52,IND,Mark Pope\popema01,23.294,F,us,Kentucky,1998,2005,153,10.7,1.9,1.7,0.4,0.2,0.3,.401,.455,.179,.573,1.3,.038
1093,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,LSU,2001,2005,108,9.8,3.0,1.6,0.6,0.3,0.2,.413,.420,.125,.690,1.3,.058
1094,2008,NBA,2,52,MIA,Darnell Jackson\jacksda01,22.237,F,us,Kansas,2009,2011,138,7.5,2.2,1.5,0.2,0.2,0.1,.449,.463,.235,.644,1.3,.059
1095,2011,NBA,2,36,NJN,Jordan Williams\willijo03,20.260,F,us,Maryland,2012,2012,43,14.8,4.6,3.6,0.3,0.5,0.3,.507,.507,,.652,1.3,.101
1096,2012,NBA,2,31,CHA,Jeffery Taylor\tayloje03,23.042,F,se,Vanderbilt,2013,2015,132,19.4,6.1,2.0,0.8,0.5,0.2,.409,.458,.319,.665,1.3,.024
1097,2014,NBA,1,18,PHO,Tyler Ennis\ennisty01,19.311,G,ca,Syracuse,2015,2018,186,12.6,4.2,1.3,1.9,0.5,0.1,.419,.458,.317,.768,1.3,.026
1098,2014,NBA,1,21,OKC,Mitch McGary\mcgarmi01,22.025,F-C,us,Michigan,2015,2016,52,10.7,4.4,3.5,0.3,0.3,0.3,.527,.544,.000,.580,1.3,.108
1099,2014,NBA,2,32,PHI,K.J. McDaniels\mcdankj01,21.142,G-F,us,Clemson,2015,2017,148,14.1,5.3,2.2,0.6,0.5,0.6,.412,.479,.290,.776,1.3,.030
1100,1987,NBA,5,100,DEN,Ron Grandison\grandro01,22.353,F,us,University of New Orleans,1989,1996,105,8.3,2.4,1.6,0.6,0.3,0.1,.404,.435,.167,.713,1.2,.064
1101,1991,NBA,1,22,LAC,LeRon Ellis\ellisle02,22.064,F-C,us,Syracuse,1992,1996,91,9.4,3.0,2.4,0.3,0.3,0.4,.433,.433,,.613,1.2,.069
1102,1994,NBA,2,47,UTA,Jamie Watson\watsoja01,22.132,F,us,South Carolina,1995,1999,102,12.2,3.2,1.5,1.1,0.6,0.2,.468,.494,.316,.694,1.2,.045
1103,2000,NBA,2,42,SEA,Olumide Oyedeji\oyedeol01,19.053,C,ng,,2001,2003,93,6.3,1.4,2.1,0.1,0.2,0.2,.495,.495,,.659,1.2,.095
1104,2017,NBA,2,45,HOU,Dillon Brooks\brookdi01,21.157,F-G,ca,Oregon,2018,2019,100,26.8,10.3,2.9,1.5,0.8,0.2,.435,.475,.359,.745,1.2,.021
1105,2018,NBA,1,20,MIN,Josh Okogie\okogijo01,19.298,G,ng,Georgia Tech,2019,2019,74,23.7,7.7,2.9,1.2,1.2,0.4,.386,.464,.279,.728,1.2,.034
1106,2018,NBA,1,27,BOS,Robert Williams\williro04,20.252,F,us,Texas A&M,2019,2019,32,8.8,2.5,2.5,0.2,0.3,1.3,.706,.706,,.600,1.2,.201
1107,2018,NBA,1,30,ATL,Omari Spellman\spellom01,20.340,F,us,Villanova,2019,2019,46,17.5,5.9,4.2,1.0,0.6,0.5,.402,.466,.344,.711,1.2,.070
1108,1987,NBA,1,21,ATL,Dallas Comegys\comegda01,22.314,F,us,DePaul,1988,1989,142,15.8,6.0,3.2,0.7,0.5,0.9,.457,.459,.000,.682,1.1,.024
1109,1988,NBA,3,65,SEA,Corey Gaines\gaineco01,23.033,G,us,Loyola Marymount University,1989,1995,80,12.5,3.1,0.9,3.1,0.5,0.1,.424,.479,.229,.736,1.1,.052
1110,1990,NBA,2,37,WSB,A.J. English\engliaj01,22.357,G,us,Virginia Union University,1991,1992,151,20.6,9.9,2.1,2.1,0.4,0.2,.435,.449,.138,.778,1.1,.017
1111,1994,NBA,1,18,MIL,Eric Mobley\mobleer01,24.154,C,us,Pitt,1995,1997,113,13.9,3.9,3.1,0.5,0.2,0.5,.541,.538,.750,.475,1.1,.034
1112,1994,NBA,2,38,CHH,Darrin Hancock\hancoda01,22.244,G-F,us,Kansas,1995,1997,133,10.5,3.5,1.3,0.7,0.4,0.1,.530,.533,.333,.579,1.1,.038
1113,1995,NBA,1,9,NJN,Ed O'Bannon\obanned01,22.323,F,us,UCLA,1996,1997,128,16.1,5.0,2.5,0.8,0.6,0.2,.367,.400,.222,.755,1.1,.025
1114,1998,NBA,1,26,LAL,Sam Jacobson\jacobsa01,22.343,G-F,us,Minnesota,1999,2001,68,11.1,4.2,1.2,0.5,0.5,0.0,.511,.529,.360,.739,1.1,.071
1115,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,Cal,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096
1116,2003,NBA,1,17,PHO,Žarko Čabarkapa\cabarza01,22.041,F,rs,,2004,2006,150,10.3,4.3,2.1,0.6,0.2,0.2,.427,.457,.273,.733,1.1,.035
1117,2006,NBA,2,37,MIN,Bobby Jones\jonesbo02,22.176,F,us,Washington,2007,2008,91,9.5,3.2,1.6,0.5,0.3,0.0,.442,.491,.306,.685,1.1,.060
1118,2013,NBA,1,29,OKC,Archie Goodwin\goodwar01,18.319,G,us,Kentucky,2014,2017,165,14.5,6.3,2.0,1.2,0.4,0.2,.429,.484,.236,.700,1.1,.022
1119,2014,NBA,1,20,TOR,Bruno Caboclo\cabocbr01,18.283,F,br,,2015,2019,69,14.7,4.9,2.8,0.9,0.3,0.6,.392,.451,.344,.839,1.1,.054
1120,2014,NBA,2,44,MIN,Markel Brown\brownma02,22.154,G,us,Oklahoma State,2015,2018,113,15.9,5.2,2.1,1.2,0.6,0.2,.380,.427,.295,.781,1.1,.029
1121,2016,NBA,1,16,BOS,Guerschon Yabusele\yabusgu01,20.194,F,fr,,2018,2019,74,6.6,2.3,1.4,0.4,0.2,0.2,.442,.548,.323,.682,1.1,.105
1122,2016,NBA,1,26,PHI,Furkan Korkmaz\korkmfu01,18.339,G,tr,,2018,2019,62,12.2,4.9,1.9,0.9,0.5,0.0,.388,.482,.323,.792,1.1,.070
1123,2017,NBA,2,40,NOP,Dwayne Bacon\bacondw01,21.302,G,us,Florida State,2018,2019,96,15.3,5.1,2.2,0.9,0.3,0.1,.432,.455,.377,.761,1.1,.034
1124,1987,NBA,1,16,PHI,Chris Welp\welpch01,23.177,C,de,Washington,1988,1990,109,10.8,3.3,2.4,0.4,0.3,0.5,.446,.447,.000,.681,1.0,.042
1125,1989,NBA,1,24,PHO,Anthony Cook\cookan01,22.106,F-C,us,Arizona,1991,1996,116,12.9,3.6,3.7,0.3,0.4,0.8,.439,.446,.000,.524,1.0,.033
1126,1990,NBA,1,24,SAS,Dwayne Schintzius\schindw01,21.261,C,us,Florida,1991,1999,217,9.0,2.7,2.5,0.4,0.1,0.5,.404,.408,.125,.638,1.0,.024
1127,1991,NBA,1,26,CHI,Mark Randall\randama01,23.275,F,us,Kansas,1992,1995,127,7.0,2.6,1.3,0.4,0.2,0.1,.443,.488,.154,.722,1.0,.054
1128,1991,NBA,2,49,SAS,Greg Sutton\suttogr01,23.211,G,us,Oral Roberts,1992,1996,168,11.6,4.5,0.9,1.7,0.5,0.1,.396,.426,.361,.743,1.0,.024
1129,1992,NBA,2,45,SEA,Chris King\kingch01,22.341,F,us,Wake Forest,1994,1999,103,20.0,6.7,3.0,1.1,0.7,0.3,.423,.433,.383,.633,1.0,.023
1130,1993,NBA,2,52,SAC,Mike Peplowski\peplomi01,22.264,C,us,Michigan State,1994,1996,68,10.4,2.9,2.6,0.4,0.3,0.4,.556,.560,.000,.531,1.0,.067
1131,1998,NBA,2,45,LAL,Toby Bailey\baileto01,22.223,G,us,UCLA,1999,2000,73,9.6,3.3,1.7,0.6,0.3,0.1,.407,.422,.200,.692,1.0,.072
1132,2001,NBA,2,34,ATL,Terence Morris\morrite01,22.173,F,us,Maryland,2002,2006,139,13.9,3.4,2.7,0.7,0.3,0.4,.407,.465,.196,.711,1.0,.025
1133,2002,NBA,1,18,ORL,Curtis Borchardt\borchcu01,21.291,C,us,Stanford,2004,2005,83,13.5,3.1,3.3,0.8,0.2,0.6,.421,.423,.000,.742,1.0,.041
1134,2002,NBA,2,33,DEN,Vincent Yarbrough\yarbrvi01,21.102,G-F,us,Tennessee,2003,2003,59,23.4,6.9,2.7,2.2,1.0,0.6,.393,.420,.269,.790,1.0,.035
1135,2010,NBA,1,29,ORL,Daniel Orton\ortonda01,19.327,C-F,us,Kentucky,2012,2014,51,10.6,2.8,2.5,0.5,0.4,0.5,.485,.490,.000,.597,1.0,.093
1136,2012,NBA,1,13,PHO,Kendall Marshall\marshke01,20.319,G,us,UNC,2013,2016,160,19.3,5.0,1.6,4.9,0.7,0.1,.399,.422,.370,.611,1.0,.015
1137,2014,NBA,2,58,SAS,Jordan McRae\mcraejo01,23.096,G,us,Tennessee,2016,2019,86,10.6,4.9,1.2,0.9,0.3,0.2,.427,.460,.352,.784,1.0,.051
1138,2016,NBA,2,50,IND,Georges Niang\niangge01,23.012,F,us,Iowa State,2017,2019,91,7.0,2.9,1.2,0.5,0.2,0.1,.434,.514,.364,.821,1.0,.073
1139,2017,NBA,1,20,POR,Harry Giles\gilesha01,19.066,F-C,us,Duke,2019,2019,58,14.1,7.0,3.8,1.5,0.5,0.4,.503,.512,.000,.637,1.0,.056
1140,2017,NBA,2,41,ATL,Tyler Dorsey\dorsety01,21.130,G,us,Oregon,2018,2019,104,16.1,6.7,2.3,1.3,0.3,0.1,.389,.429,.350,.669,1.0,.030
1141,2017,NBA,2,48,MIL,Sindarius Thornwell\thornsi01,22.225,G,us,South Carolina,2018,2019,137,10.7,2.5,1.3,0.6,0.5,0.2,.415,.442,.342,.689,1.0,.034
1142,1986,NBA,1,6,PHO,William Bedford\bedfowi01,22.191,C,us,Memphis,1987,1993,238,10.6,4.1,2.4,0.5,0.2,0.5,.416,.418,.318,.605,0.9,.017
1143,1989,NBA,2,50,NYK,Brian Quinnett\quinnbr01,23.034,F,us,Washington State,1990,1992,138,11.1,3.4,1.6,0.6,0.3,0.2,.414,.434,.326,.677,0.9,.027
1144,1995,NBA,2,39,CLE,Donny Marshall\marshdo02,22.351,F,us,UConn,1996,2003,119,7.7,2.5,1.0,0.3,0.3,0.0,.321,.308,.336,.681,0.9,.045
1145,2000,NBA,2,40,ATL,Hanno Möttölä\mottoha01,23.298,C,fi,Utah,2001,2002,155,15.2,4.6,2.9,0.5,0.2,0.2,.442,.451,.063,.783,0.9,.019
1146,2005,NBA,1,29,MIA,Wayne Simien\simiewa01,22.117,F,us,Kansas,2006,2007,51,9.9,3.3,1.9,0.2,0.3,0.0,.469,.469,,.854,0.9,.083
1147,2007,NBA,2,38,PHI,Kyrylo Fesenko\fesenky01,20.191,C,ua,,2008,2012,135,8.2,2.3,2.0,0.3,0.1,0.4,.496,.500,.000,.410,0.9,.038
1148,2010,NBA,2,52,BOS,Luke Harangody\haranlu01,22.179,F,us,Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,.376,.440,.241,.737,0.9,.048
1149,2013,NBA,2,38,WAS,Nate Wolters\woltena01,22.049,G,us,South Dakota State University,2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,.423,.452,.261,.635,0.9,.028
1150,2014,NBA,1,26,MIA,P.J. Hairston\hairspj02,21.189,G-F,us,UNC,2015,2016,111,18.0,6.0,2.4,0.5,0.5,0.2,.343,.414,.295,.810,0.9,.021
